respondent_id,age,income,education,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20
3697,18.0,138070.0,Bachelor,1,2,3,4,5.0,2,1,5,4,3.0,2,4,2,1,5.0,3.0,3.0,5.0,3,2
3698,65.0,33880.0,Bachelor,3,3,3,3,3.0,4,2,3,4,5.0,3,3,4,4,1.0,,3.0,2.0,3,3
3699,39.0,,Master,2,3,4,4,3.0,4,1,2,5,3.0,3,2,2,3,,,,3.0,5,3
3700,18.0,,High School,4,1,3,3,3.0,2,3,2,1,1.0,4,3,5,3,3.0,4.0,3.0,3.0,3,3
3701,75.0,,Bachelor,3,1,4,3,4.0,3,2,3,4,5.0,5,3,4,2,3.0,4.0,,,3,4
3702,43.0,292495.0,Bachelor,4,3,2,4,4.0,4,3,4,2,4.0,5,4,3,3,3.0,5.0,,4.0,4,4
3703,53.0,,Master,2,4,4,3,4.0,5,3,4,4,2.0,3,5,4,2,,,,3.0,4,4
3704,89.0,,Master,3,4,4,3,3.0,4,4,4,3,2.0,2,3,3,5,,,,5.0,4,3
3705,37.0,,Bachelor,5,4,4,3,4.0,3,2,3,3,3.0,5,2,3,1,3.0,4.0,4.0,3.0,2,4
3706,46.0,,High School,3,3,5,3,3.0,4,3,3,2,1.0,4,3,4,3,3.0,3.0,2.0,4.0,4,2
3707,35.0,152570.0,Bachelor,2,4,1,4,3.0,3,2,4,3,4.0,3,5,3,4,3.0,3.0,3.0,4.0,3,4
3708,63.0,,High School,3,2,2,4,3.0,4,3,4,4,3.0,3,1,3,3,3.0,,4.0,,3,4
3709,25.0,,High School,3,5,4,5,1.0,1,4,4,3,5.0,3,3,4,3,1.0,3.0,3.0,5.0,3,4
3710,65.0,,High School,3,4,3,2,4.0,5,3,2,1,,3,4,4,5,,2.0,,4.0,4,4
3711,59.0,,Bachelor,4,3,4,5,4.0,2,3,4,3,4.0,3,4,3,2,3.0,2.0,3.0,,4,3
3712,32.0,,Bachelor,2,3,4,1,4.0,5,3,4,4,3.0,3,4,3,4,4.0,3.0,3.0,3.0,4,4
3713,42.0,,Master,3,2,1,4,5.0,4,3,4,4,4.0,3,1,3,4,1.0,1.0,3.0,4.0,3,3
3714,71.0,,High School,3,4,3,3,2.0,3,5,4,3,5.0,1,3,5,3,,5.0,2.0,3.0,3,2
3715,18.0,,Master,3,3,3,4,2.0,3,4,4,2,4.0,3,3,4,4,4.0,2.0,4.0,4.0,4,5
3716,46.0,,PhD,2,4,4,4,,3,5,4,3,4.0,2,4,5,3,3.0,3.0,,4.0,5,3
3717,39.0,33303.0,PhD,3,3,3,3,4.0,3,2,4,3,3.0,4,5,2,4,,3.0,4.0,3.0,4,5
3718,37.0,,Bachelor,3,2,2,3,2.0,2,2,4,4,3.0,3,4,3,3,5.0,3.0,2.0,2.0,3,2
3719,18.0,,Bachelor,3,3,3,1,2.0,3,2,3,3,3.0,3,2,4,1,3.0,4.0,1.0,4.0,3,2
3720,44.0,,Bachelor,2,4,3,3,4.0,1,3,2,3,4.0,4,3,3,2,,,5.0,,2,2
3721,18.0,,Bachelor,4,2,4,4,5.0,3,2,3,4,4.0,2,2,4,3,4.0,2.0,4.0,5.0,3,5
3722,49.0,129074.0,High School,4,3,4,3,3.0,4,4,4,3,4.0,3,2,2,4,2.0,,3.0,2.0,5,1
3723,50.0,,Bachelor,4,4,2,2,5.0,3,5,5,2,4.0,3,3,4,3,,3.0,,5.0,2,4
3724,68.0,,Bachelor,4,3,4,2,4.0,4,3,3,2,3.0,4,3,3,3,4.0,3.0,2.0,,5,5
3725,66.0,,Bachelor,1,3,3,3,3.0,1,4,2,4,4.0,3,2,3,4,,3.0,4.0,5.0,1,3
3726,44.0,,Bachelor,4,4,4,4,2.0,2,3,3,4,4.0,3,2,5,2,,5.0,4.0,3.0,4,3
3727,59.0,,High School,5,4,4,2,2.0,3,4,4,4,2.0,5,3,4,2,4.0,4.0,5.0,3.0,2,5
3728,62.0,,Master,4,3,3,3,3.0,2,4,2,5,2.0,2,4,4,4,4.0,5.0,5.0,2.0,5,2
3729,47.0,,High School,3,2,3,4,3.0,3,4,4,4,2.0,3,4,3,3,3.0,3.0,,3.0,4,3
3730,39.0,215849.0,PhD,3,5,5,4,5.0,2,4,2,4,4.0,3,3,3,3,,,,3.0,5,3
3731,68.0,106133.0,Bachelor,3,3,4,3,3.0,3,3,3,4,5.0,3,2,3,3,,,3.0,,3,3
3732,48.0,83895.0,Bachelor,3,3,4,4,2.0,4,3,3,3,4.0,3,4,3,2,,2.0,3.0,5.0,5,4
3733,18.0,,High School,4,4,4,3,2.0,4,3,3,4,2.0,3,3,4,3,5.0,2.0,3.0,4.0,4,1
3734,50.0,,Bachelor,2,4,4,4,5.0,3,4,3,1,4.0,4,3,5,4,4.0,3.0,5.0,3.0,4,2
3735,34.0,,Bachelor,2,3,4,4,3.0,3,5,3,4,2.0,4,3,4,4,3.0,3.0,4.0,4.0,2,2
3736,80.0,24546.0,PhD,3,4,3,4,5.0,3,4,5,4,3.0,3,3,3,4,,,,,5,3
3737,32.0,,Master,5,2,3,4,5.0,2,3,1,5,2.0,3,3,3,1,3.0,5.0,4.0,1.0,3,4
3738,39.0,135794.0,High School,2,4,3,4,5.0,3,2,4,2,4.0,4,4,3,5,3.0,2.0,,1.0,3,2
3739,60.0,,Bachelor,3,2,5,4,5.0,3,5,2,5,4.0,3,1,5,4,,,3.0,4.0,3,3
3740,89.0,63199.0,Bachelor,3,1,2,4,4.0,4,3,3,4,5.0,3,3,2,4,,,4.0,,3,1
3741,43.0,,Master,1,4,3,3,4.0,4,4,5,3,3.0,2,5,3,3,,1.0,5.0,5.0,4,3
3742,30.0,,High School,3,2,3,4,5.0,4,4,3,3,5.0,2,4,2,3,4.0,3.0,3.0,3.0,3,3
3743,31.0,,Master,2,5,4,2,4.0,2,4,3,4,4.0,4,1,2,3,,3.0,1.0,5.0,3,3
3744,20.0,,Master,4,2,2,3,,2,5,3,3,2.0,3,3,4,3,3.0,4.0,1.0,3.0,3,3
3745,48.0,116963.0,Bachelor,3,4,3,5,4.0,2,3,4,3,3.0,3,4,5,4,3.0,2.0,4.0,,3,4
3746,50.0,,Master,4,5,3,3,,2,3,3,4,4.0,4,3,3,4,3.0,,,4.0,4,2
3747,24.0,,Bachelor,4,3,3,4,3.0,4,4,4,3,2.0,4,3,3,4,4.0,5.0,3.0,3.0,5,4
3748,40.0,,Bachelor,3,2,2,3,3.0,4,3,3,5,2.0,1,4,3,3,,,,3.0,3,3
3749,40.0,,Master,1,2,4,3,,3,4,5,4,4.0,3,3,3,5,5.0,1.0,3.0,2.0,1,4
3750,34.0,144157.0,Bachelor,3,4,4,2,5.0,1,5,4,2,3.0,3,4,4,4,3.0,3.0,3.0,3.0,3,3
3751,54.0,,High School,3,2,3,4,,4,5,1,3,4.0,3,4,3,4,3.0,,4.0,5.0,2,3
3752,36.0,,Bachelor,3,4,3,3,4.0,3,3,4,3,4.0,3,2,3,3,3.0,5.0,2.0,4.0,2,3
3753,67.0,193896.0,Master,5,3,3,3,3.0,2,5,2,5,2.0,3,3,3,5,,2.0,4.0,4.0,4,3
3754,19.0,,Bachelor,3,5,3,3,3.0,4,2,4,3,5.0,2,4,3,4,3.0,4.0,3.0,3.0,3,2
3755,43.0,46455.0,Master,3,3,2,4,2.0,3,3,3,1,4.0,4,4,3,3,3.0,,,3.0,3,1
3756,18.0,49440.0,Bachelor,2,3,3,4,2.0,3,3,3,4,3.0,3,3,1,3,3.0,5.0,4.0,4.0,3,3
3757,54.0,,Master,3,4,4,4,3.0,3,3,2,2,4.0,2,3,3,4,,3.0,3.0,,4,1
3758,41.0,,Master,3,5,3,3,4.0,3,5,3,2,1.0,3,3,3,2,3.0,,2.0,3.0,4,3
3759,42.0,300000.0,High School,4,4,3,4,3.0,2,5,2,3,1.0,4,3,5,4,4.0,,3.0,3.0,3,4
3760,37.0,,Bachelor,4,4,3,4,4.0,1,1,5,4,1.0,3,3,3,3,3.0,4.0,2.0,4.0,2,3
3761,61.0,66054.0,High School,4,4,4,3,5.0,4,3,3,5,3.0,2,3,1,4,2.0,1.0,,3.0,3,5
3762,61.0,,High School,5,1,4,3,3.0,1,2,3,5,4.0,4,4,3,3,,2.0,3.0,4.0,5,5
3763,51.0,,Master,3,4,4,1,5.0,3,3,3,2,2.0,1,5,4,4,4.0,,,,4,3
3764,39.0,,Master,3,3,3,3,2.0,5,3,3,3,3.0,3,3,5,4,4.0,4.0,1.0,3.0,4,4
3765,48.0,,High School,1,3,3,4,3.0,4,3,3,3,4.0,4,5,3,3,5.0,3.0,,4.0,4,2
3766,49.0,39089.0,High School,4,3,3,2,3.0,3,3,3,2,4.0,3,3,3,3,2.0,,,2.0,3,4
3767,42.0,,Bachelor,4,3,4,3,3.0,4,3,4,2,4.0,1,3,3,2,,2.0,,4.0,3,2
3768,81.0,,High School,3,3,3,1,3.0,5,3,1,3,3.0,4,5,2,2,3.0,,,,3,3
3769,34.0,86449.0,High School,4,4,5,3,3.0,5,3,3,3,5.0,4,5,1,1,3.0,4.0,,,3,5
3770,45.0,58087.0,Master,4,4,5,5,4.0,3,3,4,3,5.0,1,3,3,3,3.0,3.0,3.0,1.0,3,1
3771,38.0,78724.0,Bachelor,3,3,5,3,3.0,3,3,2,4,5.0,3,5,3,5,,2.0,3.0,,3,2
3772,72.0,,Bachelor,3,5,3,3,3.0,4,4,3,2,5.0,3,2,2,2,,5.0,,3.0,4,4
3773,35.0,,High School,4,5,3,3,,3,3,4,3,4.0,5,4,5,5,,,,,4,2
3774,59.0,,Bachelor,5,2,3,4,3.0,2,3,4,3,3.0,3,4,5,5,,4.0,2.0,4.0,4,4
3775,32.0,135186.0,Master,3,4,3,3,4.0,2,2,2,3,3.0,2,3,4,5,,3.0,3.0,,3,5
3776,47.0,,High School,2,3,2,3,4.0,3,4,3,3,3.0,1,2,3,3,,3.0,4.0,4.0,4,2
3777,76.0,,Master,4,3,4,1,4.0,3,3,1,4,3.0,3,4,5,3,,3.0,,4.0,3,2
3778,23.0,129855.0,Bachelor,1,4,4,4,4.0,3,2,5,3,4.0,3,4,5,4,4.0,3.0,2.0,4.0,4,3
3779,31.0,,Bachelor,4,3,4,4,5.0,3,4,4,3,3.0,3,2,4,3,3.0,,4.0,4.0,3,3
3780,81.0,,Bachelor,5,4,4,5,,3,4,2,2,3.0,4,3,4,1,,4.0,,2.0,2,2
3781,62.0,50955.0,High School,4,4,3,3,3.0,2,3,4,2,3.0,3,4,4,3,,2.0,,3.0,3,4
3782,18.0,,Master,3,3,5,5,3.0,4,3,2,4,3.0,3,3,2,4,2.0,3.0,4.0,3.0,3,4
3783,37.0,243543.0,Master,3,1,3,4,4.0,3,3,2,4,3.0,3,5,3,3,3.0,2.0,3.0,4.0,4,3
3784,40.0,,Bachelor,2,3,3,3,2.0,3,2,3,2,3.0,3,1,3,3,4.0,4.0,4.0,4.0,3,3
3785,56.0,,Bachelor,1,4,3,3,2.0,4,5,5,4,4.0,3,4,4,5,,,,,3,3
3786,55.0,,Master,3,4,4,2,2.0,4,5,3,3,3.0,4,5,2,5,3.0,5.0,,4.0,3,4
3787,49.0,,Master,4,3,3,1,2.0,4,3,3,3,4.0,3,3,4,2,5.0,,3.0,2.0,2,5
3788,26.0,58453.0,Master,3,4,4,4,1.0,4,2,2,3,4.0,3,4,3,5,3.0,,,4.0,3,3
3789,66.0,,Bachelor,3,3,4,4,3.0,4,3,1,2,2.0,3,3,3,2,,3.0,5.0,,4,5
3790,57.0,,Bachelor,4,5,5,2,3.0,3,3,4,3,3.0,3,3,4,5,1.0,2.0,4.0,3.0,4,2
3791,38.0,,Master,3,4,3,4,3.0,3,3,3,3,3.0,3,3,1,5,3.0,4.0,3.0,1.0,4,4
3792,84.0,,Bachelor,4,1,3,5,,3,2,2,4,2.0,5,4,1,4,,,4.0,,3,4
3793,41.0,,High School,4,4,2,2,5.0,4,2,3,4,3.0,3,4,2,3,4.0,4.0,,,2,5
3794,58.0,,Master,4,3,2,4,4.0,3,5,2,5,3.0,1,3,3,3,3.0,,,,5,3
3795,81.0,,Master,4,3,3,4,2.0,4,4,3,3,3.0,4,5,5,3,4.0,,5.0,3.0,2,3
3796,45.0,,High School,2,2,5,4,3.0,2,3,5,3,3.0,3,3,3,1,,,,3.0,3,4
3797,36.0,43520.0,Bachelor,4,4,4,5,1.0,5,4,5,4,5.0,3,4,4,4,3.0,2.0,3.0,2.0,4,2
3798,56.0,,High School,3,1,5,5,3.0,2,2,5,3,2.0,4,4,4,2,,3.0,,,5,4
3799,47.0,,Bachelor,3,3,3,4,4.0,4,3,2,4,3.0,3,2,4,4,3.0,5.0,4.0,,3,4
3800,65.0,43107.0,Bachelor,3,2,3,2,3.0,5,4,2,3,2.0,4,3,3,4,,,,3.0,4,3
3801,57.0,,High School,5,3,3,2,2.0,3,4,4,2,3.0,5,3,2,4,4.0,,,5.0,3,2
3802,60.0,94578.0,High School,3,2,4,3,4.0,4,4,2,2,4.0,1,4,2,4,4.0,3.0,,,3,5
3803,32.0,225039.0,Bachelor,2,3,2,3,2.0,2,3,1,4,3.0,2,4,3,4,2.0,3.0,4.0,,3,4
3804,59.0,70335.0,Master,3,3,2,2,3.0,4,3,4,3,2.0,3,5,4,3,4.0,2.0,3.0,,2,3
3805,27.0,112854.0,Bachelor,2,4,4,1,3.0,3,3,3,3,3.0,2,3,3,3,3.0,4.0,3.0,4.0,2,4
3806,55.0,,High School,4,3,4,3,,5,3,4,3,3.0,3,4,3,3,,4.0,1.0,,4,4
3807,55.0,73910.0,Master,3,4,1,3,5.0,3,2,2,3,4.0,5,4,3,4,4.0,4.0,4.0,,3,5
3808,18.0,149761.0,High School,5,4,4,5,3.0,2,3,3,1,3.0,4,3,3,2,3.0,4.0,3.0,4.0,3,4
3809,63.0,115493.0,Master,2,5,3,5,4.0,2,1,4,3,5.0,4,3,4,4,,,,,1,4
3810,43.0,,High School,3,2,3,5,3.0,3,2,3,3,2.0,3,4,3,5,5.0,4.0,,3.0,5,4
3811,36.0,,Master,2,3,3,4,2.0,3,3,3,5,4.0,3,3,2,4,4.0,3.0,,3.0,4,4
3812,44.0,72606.0,Bachelor,3,3,4,4,4.0,5,3,4,3,3.0,4,2,2,3,,,3.0,3.0,4,3
3813,24.0,,Master,3,4,5,5,3.0,3,5,4,2,3.0,5,1,3,4,3.0,5.0,4.0,3.0,3,4
3814,70.0,36756.0,Bachelor,4,3,1,3,4.0,5,4,3,3,3.0,4,3,2,3,,,,4.0,2,4
3815,57.0,,Master,1,2,3,3,3.0,5,3,4,3,4.0,4,2,3,3,,4.0,3.0,,3,2
3816,76.0,,Bachelor,3,2,3,3,5.0,2,4,4,4,3.0,2,4,4,4,,3.0,,4.0,4,4
3817,42.0,,High School,3,3,2,3,,5,2,4,3,3.0,4,4,3,4,1.0,3.0,3.0,3.0,4,4
3818,40.0,68264.0,High School,4,3,1,3,3.0,3,3,5,3,3.0,4,2,2,3,4.0,3.0,,4.0,4,4
3819,60.0,,Bachelor,3,3,5,5,3.0,4,4,4,3,3.0,3,5,3,4,3.0,,1.0,,4,3
3820,61.0,,High School,3,3,4,3,3.0,5,2,4,5,2.0,2,2,5,5,4.0,4.0,4.0,,2,4
3821,64.0,55930.0,High School,3,3,3,3,4.0,2,4,2,4,3.0,3,3,3,3,3.0,,5.0,3.0,1,4
3822,62.0,,Bachelor,4,5,3,4,4.0,4,3,2,3,2.0,3,3,3,3,5.0,,3.0,2.0,2,4
3823,72.0,,High School,4,3,4,5,3.0,3,3,3,1,3.0,2,4,4,2,4.0,,,,2,2
3824,57.0,,Bachelor,5,1,2,5,4.0,3,2,2,2,4.0,3,4,4,4,3.0,3.0,,,3,3
3825,54.0,244943.0,Bachelor,4,5,3,4,5.0,3,5,3,4,3.0,4,3,2,3,3.0,,2.0,,3,3
3826,69.0,85227.0,High School,4,4,4,3,3.0,5,2,4,5,1.0,4,2,5,3,3.0,3.0,4.0,3.0,3,3
3827,28.0,72327.0,Bachelor,5,3,3,4,3.0,4,4,2,1,4.0,4,5,3,3,3.0,3.0,3.0,3.0,4,3
3828,57.0,,Bachelor,4,3,2,4,,5,3,4,2,5.0,5,3,1,3,2.0,3.0,,3.0,3,3
3829,33.0,,Master,3,3,4,3,2.0,5,5,3,4,3.0,5,4,4,4,3.0,3.0,3.0,2.0,2,3
3830,50.0,,PhD,4,2,5,2,3.0,4,4,3,3,4.0,2,4,3,2,5.0,4.0,5.0,4.0,5,4
3831,52.0,,Bachelor,4,3,4,4,4.0,4,3,3,2,4.0,1,4,4,1,3.0,3.0,,3.0,3,3
3832,28.0,,Master,3,3,5,3,1.0,3,5,4,4,4.0,2,2,3,3,1.0,3.0,4.0,2.0,2,3
3833,45.0,,High School,2,3,3,2,4.0,3,3,3,4,4.0,3,1,4,3,5.0,,3.0,2.0,2,3
3834,48.0,,Master,1,3,3,5,4.0,3,4,4,4,4.0,4,5,3,3,,2.0,4.0,5.0,4,3
3835,49.0,,Bachelor,3,3,4,5,3.0,5,5,3,2,1.0,3,3,3,4,,,4.0,,2,3
3836,57.0,29116.0,High School,4,3,2,4,3.0,5,3,4,4,3.0,4,3,5,3,,,,5.0,3,5
3837,52.0,,Bachelor,3,3,4,2,1.0,3,4,5,3,2.0,2,4,4,5,,4.0,4.0,4.0,3,4
3838,49.0,,Master,3,5,3,4,3.0,1,2,2,4,3.0,5,3,3,3,3.0,,4.0,5.0,3,3
3839,45.0,,Master,5,3,5,4,2.0,4,3,3,4,4.0,4,5,4,4,3.0,,4.0,2.0,4,3
3840,40.0,,High School,3,4,3,3,1.0,3,3,4,4,5.0,4,2,4,4,3.0,3.0,5.0,4.0,5,3
3841,50.0,,High School,4,4,5,3,2.0,3,3,4,3,4.0,3,3,3,3,,3.0,3.0,3.0,2,3
3842,27.0,,Master,4,2,5,5,3.0,3,2,3,3,3.0,5,3,2,1,2.0,3.0,3.0,,3,3
3843,40.0,,Bachelor,4,4,3,1,4.0,1,2,4,3,4.0,3,2,3,3,4.0,4.0,3.0,3.0,3,2
3844,45.0,,Bachelor,3,3,1,3,4.0,3,5,2,5,2.0,5,3,3,3,3.0,2.0,3.0,,4,3
3845,22.0,,PhD,2,4,4,3,3.0,3,4,4,2,3.0,5,3,4,4,3.0,3.0,3.0,2.0,3,3
3846,56.0,,High School,4,4,4,4,3.0,5,2,4,3,3.0,4,4,2,3,5.0,,3.0,2.0,1,2
3847,41.0,,High School,4,4,3,4,4.0,2,3,5,4,3.0,4,4,3,3,5.0,3.0,4.0,3.0,2,2
3848,43.0,,High School,3,3,4,2,4.0,2,4,2,4,3.0,3,4,4,4,2.0,3.0,5.0,3.0,4,4
3849,48.0,,Master,3,3,3,3,,4,4,4,5,4.0,4,4,4,4,3.0,4.0,2.0,,4,5
3850,28.0,,High School,1,4,4,2,2.0,2,4,3,4,5.0,1,4,5,4,3.0,3.0,3.0,5.0,4,3
3851,46.0,,Bachelor,3,3,3,5,2.0,4,2,4,3,3.0,1,3,3,4,,5.0,4.0,,3,3
3852,37.0,93598.0,Master,4,3,3,4,3.0,3,5,2,4,2.0,5,4,4,1,4.0,,2.0,,4,2
3853,58.0,,Master,1,3,4,3,3.0,1,3,2,5,,3,3,4,3,2.0,,,,3,2
3854,56.0,,High School,4,3,2,2,5.0,3,4,4,4,4.0,4,4,4,3,3.0,4.0,,,3,5
3855,32.0,,Master,2,4,3,2,1.0,4,3,3,3,3.0,3,3,3,3,2.0,4.0,3.0,4.0,2,3
3856,44.0,,PhD,1,3,4,3,4.0,2,4,4,4,4.0,4,3,5,3,,,3.0,2.0,3,2
3857,27.0,,PhD,4,2,5,3,5.0,2,3,1,2,3.0,2,2,4,2,,1.0,3.0,3.0,3,3
3858,33.0,,Master,5,4,3,5,4.0,3,2,4,3,3.0,2,3,2,1,3.0,4.0,4.0,1.0,4,3
3859,48.0,,High School,3,3,3,3,4.0,3,4,4,2,4.0,4,3,4,3,5.0,3.0,3.0,3.0,4,3
3860,57.0,,Bachelor,4,4,3,5,1.0,5,4,4,1,3.0,1,4,4,4,,,3.0,5.0,5,3
3861,41.0,,Bachelor,2,4,2,4,4.0,2,3,4,3,3.0,3,4,3,3,5.0,3.0,,3.0,3,1
3862,39.0,,High School,3,4,4,5,3.0,4,4,3,4,1.0,2,4,4,3,3.0,3.0,3.0,4.0,4,3
3863,56.0,,Bachelor,3,3,5,3,4.0,4,4,3,4,4.0,3,4,3,5,,,4.0,,4,3
3864,52.0,,Master,3,3,4,2,3.0,3,3,3,2,2.0,4,2,4,3,4.0,,4.0,4.0,4,4
3865,23.0,169071.0,PhD,3,1,3,4,5.0,2,3,3,3,4.0,5,3,5,3,5.0,2.0,1.0,4.0,3,2
3866,42.0,,High School,4,3,4,1,3.0,4,4,1,4,3.0,3,4,4,3,2.0,4.0,3.0,,3,3
3867,40.0,,High School,4,4,3,3,4.0,4,3,2,3,3.0,4,4,4,5,3.0,3.0,4.0,3.0,4,4
3868,38.0,112087.0,Master,5,3,4,2,3.0,2,3,3,5,2.0,1,4,4,1,3.0,4.0,3.0,5.0,4,2
3869,37.0,,Bachelor,2,4,5,5,3.0,4,3,5,5,3.0,4,4,3,4,5.0,2.0,4.0,4.0,4,3
3870,53.0,,Master,5,3,4,4,3.0,5,3,3,1,3.0,5,2,3,3,5.0,2.0,4.0,,2,3
3871,26.0,,Bachelor,4,4,1,2,2.0,2,2,4,3,1.0,4,4,3,5,,4.0,,5.0,2,3
3872,62.0,,High School,3,3,3,3,3.0,2,3,3,3,2.0,4,3,3,4,1.0,,,3.0,4,5
3873,44.0,,Bachelor,3,5,3,3,4.0,4,3,2,5,4.0,4,3,2,4,3.0,4.0,5.0,,3,3
3874,45.0,63371.0,Bachelor,2,3,2,3,4.0,3,4,4,3,3.0,3,3,4,4,3.0,,3.0,3.0,3,2
3875,71.0,,Master,3,4,3,5,5.0,4,5,4,2,3.0,2,2,3,4,,,1.0,2.0,3,1
3876,58.0,,High School,3,1,3,3,5.0,3,3,2,3,1.0,3,4,4,3,3.0,3.0,,5.0,3,3
3877,37.0,,PhD,3,3,4,2,5.0,4,4,3,3,,1,4,2,4,2.0,4.0,,4.0,2,3
3878,49.0,,Master,3,3,3,3,4.0,3,5,3,2,5.0,4,3,2,2,3.0,,3.0,4.0,3,4
3879,37.0,26125.0,Bachelor,4,2,3,5,2.0,2,3,4,3,3.0,4,3,1,4,,3.0,3.0,3.0,4,3
3880,46.0,89239.0,Bachelor,4,4,3,2,4.0,3,3,3,2,1.0,4,3,3,5,2.0,1.0,3.0,,2,3
3881,30.0,,Master,3,1,4,1,4.0,3,4,3,5,4.0,4,4,2,4,2.0,3.0,,3.0,4,4
3882,42.0,,Bachelor,3,2,4,2,2.0,3,2,3,4,4.0,3,4,2,4,4.0,3.0,1.0,3.0,3,3
3883,50.0,,Bachelor,2,3,5,4,4.0,3,4,5,5,3.0,4,3,3,5,,3.0,3.0,3.0,3,3
3884,42.0,,Bachelor,3,3,4,3,3.0,3,3,3,4,3.0,3,5,2,2,2.0,3.0,4.0,2.0,3,2
3885,36.0,,High School,2,5,4,3,2.0,5,3,5,3,4.0,1,4,3,3,1.0,4.0,4.0,,3,3
3886,72.0,97481.0,Bachelor,3,3,3,4,5.0,3,4,4,3,4.0,3,3,3,3,,3.0,4.0,3.0,2,3
3887,42.0,,High School,4,2,4,2,2.0,2,4,4,3,4.0,5,2,3,4,2.0,4.0,2.0,1.0,4,4
3888,32.0,,High School,5,5,1,4,2.0,3,3,2,3,3.0,3,1,4,4,4.0,4.0,,2.0,3,3
3889,42.0,118979.0,High School,3,4,1,3,3.0,3,1,4,1,3.0,4,3,3,4,,2.0,3.0,,4,3
3890,45.0,,High School,3,3,3,4,4.0,2,3,4,4,3.0,4,3,2,5,4.0,,,4.0,3,3
3891,54.0,,Bachelor,3,3,4,4,4.0,4,2,2,4,4.0,2,4,5,5,3.0,4.0,3.0,,5,3
3892,48.0,,Master,3,2,3,4,2.0,4,1,1,4,4.0,3,1,3,3,5.0,3.0,3.0,3.0,2,4
3893,44.0,,Master,2,5,5,2,3.0,4,3,5,4,3.0,5,2,5,4,3.0,,3.0,4.0,3,3
3894,49.0,97221.0,High School,4,3,3,2,4.0,5,3,2,3,3.0,1,3,3,3,5.0,4.0,4.0,3.0,4,1
3895,78.0,,High School,2,3,1,4,4.0,4,4,3,3,4.0,5,4,3,4,3.0,,,2.0,4,5
3896,33.0,161674.0,Bachelor,3,4,3,5,4.0,3,3,3,3,4.0,4,3,4,5,1.0,4.0,3.0,5.0,3,3
3897,32.0,,High School,1,2,4,4,3.0,3,3,2,4,1.0,2,3,1,3,4.0,5.0,3.0,4.0,4,4
3898,65.0,83634.0,Bachelor,5,3,3,5,3.0,4,3,4,3,4.0,3,3,3,2,,,3.0,3.0,4,4
3899,34.0,,Master,4,4,3,1,5.0,5,3,4,2,1.0,5,3,2,3,4.0,3.0,,3.0,4,5
3900,38.0,138955.0,Bachelor,3,4,3,2,,1,4,3,3,4.0,4,4,3,3,3.0,5.0,3.0,4.0,2,3
3901,53.0,115223.0,Bachelor,3,2,4,4,2.0,3,4,4,4,3.0,4,3,4,3,4.0,,,,3,3
3902,37.0,,Bachelor,3,3,5,3,5.0,4,3,5,3,2.0,4,5,3,3,4.0,2.0,,4.0,3,5
3903,60.0,,High School,3,4,3,4,2.0,3,3,2,4,3.0,1,1,3,3,,,,,4,3
3904,37.0,96571.0,High School,4,4,3,2,4.0,4,3,4,3,3.0,4,1,3,4,5.0,5.0,5.0,4.0,1,3
3905,37.0,105624.0,High School,2,1,2,4,2.0,4,4,3,4,3.0,3,5,3,3,4.0,3.0,3.0,1.0,3,5
3906,68.0,,Master,4,5,2,5,4.0,4,4,4,3,3.0,2,4,2,4,,,3.0,2.0,3,4
3907,42.0,92876.0,High School,2,3,3,3,3.0,2,1,2,3,3.0,3,5,3,2,3.0,3.0,3.0,3.0,3,3
3908,27.0,,Master,5,3,3,4,5.0,5,3,2,4,1.0,4,2,4,4,3.0,3.0,4.0,3.0,5,3
3909,81.0,56336.0,Bachelor,3,3,4,3,3.0,3,4,3,3,4.0,2,4,3,3,,,3.0,4.0,5,2
3910,46.0,52604.0,Bachelor,5,3,4,3,4.0,5,3,4,4,1.0,3,4,3,2,,,,,4,3
3911,40.0,37792.0,Bachelor,4,3,4,3,4.0,3,3,4,5,3.0,3,3,4,3,5.0,1.0,,5.0,5,4
3912,35.0,,Bachelor,3,3,3,3,4.0,2,4,5,3,4.0,2,4,3,2,,3.0,4.0,,5,5
3913,49.0,,Master,4,2,2,5,4.0,3,4,2,1,2.0,2,3,3,4,,5.0,3.0,1.0,4,4
3914,49.0,,Bachelor,2,3,3,1,4.0,4,4,4,3,2.0,3,3,3,4,4.0,4.0,2.0,4.0,1,3
3915,74.0,,Master,3,3,3,4,4.0,3,5,1,3,5.0,4,5,4,3,,,3.0,,2,4
3916,42.0,,Bachelor,3,4,3,2,3.0,3,4,3,3,3.0,3,3,4,4,4.0,5.0,4.0,4.0,3,4
3917,59.0,44078.0,High School,4,3,2,4,2.0,4,3,3,4,4.0,5,3,4,4,4.0,,,5.0,2,5
3918,89.0,,High School,4,3,4,3,5.0,3,4,1,3,5.0,2,3,3,2,,,,3.0,4,4
3919,52.0,84208.0,Bachelor,3,3,3,3,1.0,4,3,2,4,4.0,2,3,3,5,3.0,,3.0,,4,3
3920,49.0,115236.0,Master,3,3,4,3,3.0,2,4,4,3,5.0,5,3,5,5,3.0,5.0,4.0,4.0,4,4
3921,50.0,,High School,3,3,3,5,3.0,4,2,3,3,4.0,4,4,3,3,1.0,,3.0,,3,3
