applicant_id,age,income,employment_length,debt,credit_score,loan_amount,interest_rate,term,purpose,grade,delinquencies,inquiries,open_accounts,default
6150,25,42203.0,4.7,20063.55,724,4050,8.31,60,debt_consolidation,A,0.0,2,4,0
6151,27,15000.0,6.6,4050.85,553,6509,14.19,60,credit_card,D,1.0,0,12,0
6152,39,26888.0,3.9,15262.29,675,17115,7.98,36,car,B,0.0,0,8,0
6153,33,19274.0,12.1,6184.4,642,11765,6.87,36,debt_consolidation,C,2.0,2,5,1
6154,46,22859.0,9.3,5688.31,714,18424,12.21,36,debt_consolidation,A,0.0,2,5,0
6155,36,88841.0,3.1,17553.74,574,53545,15.51,36,car,D,1.0,2,6,0
6156,55,20661.0,8.7,5112.03,682,35597,9.25,36,other,B,1.0,3,7,0
6157,30,62816.0,7.3,2147.98,737,3513,8.2,60,debt_consolidation,A,0.0,1,6,0
6158,31,,9.5,965.46,801,3137,9.92,36,car,AA,0.0,0,5,0
6159,29,25234.0,1.7,15612.69,638,12843,11.56,36,car,C,1.0,4,5,0
6160,33,53279.0,0.2,3350.64,686,11688,8.38,60,debt_consolidation,B,1.0,0,9,0
6161,33,85305.0,0.2,43430.4,731,3544,5.63,36,debt_consolidation,A,0.0,2,6,0
6162,52,56257.0,0.5,12359.11,660,12734,7.46,36,other,B,0.0,2,7,0
6163,39,44334.0,5.8,22553.61,821,7293,4.5,36,debt_consolidation,AA,0.0,2,6,0
6164,47,16342.0,8.9,1510.85,768,4818,8.62,36,credit_card,AA,0.0,0,9,0
6165,40,,1.5,3512.7,684,13075,6.89,36,other,B,0.0,1,8,0
6166,32,42163.0,6.5,9740.08,746,4749,6.5,60,credit_card,A,0.0,0,8,1
6167,44,60032.0,1.4,19607.12,502,16136,13.77,60,car,D,0.0,2,5,0
6168,52,,38.1,13287.11,718,9700,8.34,36,credit_card,A,1.0,2,8,0
6169,54,,0.3,8198.86,636,24427,9.39,36,debt_consolidation,C,1.0,2,9,0
6170,45,15000.0,10.7,9888.76,604,38973,7.31,60,credit_card,C,0.0,1,5,0
6171,41,64114.0,9.1,15410.27,630,14131,10.43,60,credit_card,C,0.0,0,8,0
6172,48,17002.0,8.5,8580.26,603,83673,12.0,60,debt_consolidation,C,1.0,1,7,0
6173,43,29178.0,3.0,9373.47,726,6996,12.0,36,other,A,0.0,2,6,1
6174,35,34264.0,9.1,13846.08,796,23687,4.02,60,credit_card,AA,1.0,2,9,0
6175,33,50759.0,5.1,1869.04,782,9299,5.05,60,credit_card,AA,0.0,2,6,0
6176,47,118626.0,20.1,67250.69,655,26442,9.3,60,car,B,1.0,0,8,0
6177,29,30202.0,8.4,2637.64,761,27339,6.42,36,credit_card,AA,0.0,0,5,0
6178,48,29202.0,20.2,9568.21,723,3714,6.48,60,other,A,2.0,2,5,0
6179,60,48551.0,34.7,10593.59,729,5471,7.36,60,other,A,1.0,1,8,0
6180,49,21323.0,3.1,4548.55,730,7035,9.54,36,credit_card,A,1.0,0,6,0
6181,39,34417.0,0.8,6875.1,741,12125,6.7,60,debt_consolidation,A,0.0,1,7,0
6182,34,24096.0,5.4,10308.99,711,43165,7.88,36,debt_consolidation,A,0.0,0,9,0
6183,62,15000.0,0.6,2725.6,629,13095,9.78,36,credit_card,C,0.0,1,4,0
6184,40,15000.0,10.2,3363.25,752,81080,9.86,36,car,AA,0.0,1,3,0
6185,30,108383.0,8.4,47559.76,795,13045,5.43,60,home,AA,1.0,0,8,0
6186,48,64026.0,,30430.6,638,30394,12.28,36,other,C,1.0,0,4,0
6187,38,15000.0,4.6,6066.51,802,7896,4.31,60,home,AA,0.0,1,9,0
6188,38,40875.0,8.4,9209.72,770,9227,7.91,60,car,AA,0.0,1,9,0
6189,21,65926.0,0.2,27606.74,693,19124,8.53,60,credit_card,B,0.0,4,7,1
6190,58,97009.0,0.7,17322.15,678,11165,9.52,36,other,B,0.0,0,10,0
6191,44,53094.0,0.3,25266.41,609,10679,14.26,36,debt_consolidation,C,1.0,2,8,1
6192,36,34062.0,8.1,5833.43,646,12709,9.19,60,credit_card,C,0.0,2,3,0
6193,42,119198.0,13.8,74922.15,735,66473,8.77,36,debt_consolidation,A,1.0,1,2,0
6194,62,46736.0,1.0,6516.97,662,33622,8.38,36,other,B,0.0,0,6,0
6195,48,32091.0,0.3,8759.85,786,8038,5.59,36,credit_card,AA,1.0,1,9,0
6196,34,42841.0,4.2,20282.44,569,72022,14.61,60,car,D,0.0,1,5,0
6197,41,72985.0,,29953.94,674,6374,8.05,36,debt_consolidation,B,1.0,2,5,0
6198,75,18258.0,0.7,9512.08,563,10295,9.92,60,debt_consolidation,D,1.0,0,5,1
6199,54,154508.0,7.3,50537.73,573,11117,14.24,36,home,D,1.0,1,10,1
6200,71,17802.0,7.9,6409.98,695,6912,12.83,36,car,B,0.0,2,10,0
6201,45,23307.0,10.5,9160.1,633,5571,8.54,60,other,C,0.0,2,8,1
6202,18,50434.0,1.1,29721.63,685,47534,9.65,60,debt_consolidation,B,0.0,2,12,0
6203,46,28978.0,,12890.63,744,17061,6.68,36,debt_consolidation,A,1.0,1,6,0
6204,29,79347.0,1.0,19175.76,735,38631,9.85,60,credit_card,A,0.0,1,9,0
6205,27,30722.0,3.0,11609.61,765,2604,6.14,60,home,AA,0.0,1,5,0
6206,44,15996.0,2.9,3953.43,705,17581,8.8,60,car,A,1.0,3,10,0
6207,32,48325.0,1.5,21991.2,628,14042,13.69,60,credit_card,C,2.0,0,6,0
6208,37,30578.0,13.4,8740.77,593,5682,11.91,36,credit_card,D,0.0,1,6,0
6209,51,24111.0,7.3,14354.29,590,3739,15.55,36,home,D,0.0,4,5,1
6210,46,39600.0,2.7,6745.75,755,10260,8.86,60,home,AA,0.0,0,8,0
6211,58,25110.0,4.2,4920.54,663,3030,11.82,36,debt_consolidation,B,1.0,0,6,1
6212,54,18164.0,0.4,12370.28,708,24750,12.05,60,debt_consolidation,A,2.0,3,6,0
6213,58,22339.0,0.3,1590.8,626,34767,10.74,36,home,C,1.0,2,8,0
6214,38,28521.0,4.9,3128.95,684,30148,13.88,36,other,B,0.0,0,6,0
6215,46,43594.0,3.5,21746.39,684,14901,12.11,36,other,B,0.0,3,7,0
6216,56,25137.0,1.1,9017.09,808,9458,3.0,36,debt_consolidation,AA,0.0,0,8,0
6217,40,77479.0,4.4,19508.4,720,39919,9.88,36,credit_card,A,0.0,0,6,0
6218,37,23843.0,3.8,1421.26,806,11498,10.18,36,debt_consolidation,AA,0.0,0,8,0
6219,29,15000.0,7.2,3179.92,420,19934,15.47,36,credit_card,D,0.0,0,5,1
6220,48,15000.0,5.0,1517.06,616,16234,10.64,60,other,C,0.0,1,6,0
6221,52,15000.0,4.5,3133.45,584,9274,9.33,36,home,D,0.0,1,5,0
6222,27,63993.0,2.8,29590.38,788,9762,8.92,36,home,AA,0.0,1,10,0
6223,37,62074.0,0.4,14240.51,639,16218,12.61,36,debt_consolidation,C,0.0,2,5,0
6224,32,55791.0,9.0,22611.0,597,24128,11.02,36,car,D,0.0,0,5,0
6225,34,27390.0,0.4,2982.11,749,56845,9.77,36,credit_card,A,1.0,0,7,0
6226,38,15000.0,8.2,6349.39,746,16616,8.76,36,other,A,0.0,2,9,0
6227,35,15000.0,11.6,2500.29,701,13767,7.99,36,other,A,0.0,3,4,0
6228,46,111200.0,13.1,27339.31,811,15309,7.09,60,car,AA,0.0,1,6,0
6229,28,20341.0,6.7,7955.31,602,6939,11.28,36,debt_consolidation,C,0.0,1,9,1
6230,36,29714.0,2.0,21455.02,633,30108,10.52,36,car,C,0.0,0,7,1
6231,18,44415.0,12.5,15750.76,689,6978,10.83,60,debt_consolidation,B,0.0,0,7,0
6232,51,20178.0,2.2,9010.78,659,3035,8.59,60,other,B,1.0,2,7,1
6233,33,28515.0,7.8,12153.02,593,6602,9.89,36,home,D,2.0,1,11,0
6234,42,32264.0,15.0,12060.59,629,3725,11.94,36,debt_consolidation,C,0.0,1,8,1
6235,48,,4.7,10852.59,796,8925,3.48,36,home,AA,0.0,0,5,0
6236,32,40092.0,12.5,11488.69,759,19744,6.13,60,other,AA,0.0,2,6,0
6237,46,70043.0,3.3,23299.81,533,31467,12.68,36,car,D,0.0,1,7,0
6238,50,15000.0,1.8,5068.52,667,27866,9.82,36,debt_consolidation,B,1.0,2,7,1
6239,63,55416.0,0.1,22769.03,764,7334,8.02,60,car,AA,0.0,1,4,0
6240,47,49309.0,8.0,15115.35,603,17813,11.83,60,debt_consolidation,C,0.0,2,3,1
6241,24,63805.0,29.3,18946.35,672,14375,11.97,36,car,B,1.0,0,10,0
6242,32,91918.0,0.9,16768.71,602,17478,10.86,60,car,C,1.0,4,6,0
6243,25,24050.0,2.7,10121.36,835,21641,4.98,36,other,AA,0.0,3,7,0
6244,27,48541.0,0.2,15724.99,778,14893,7.06,36,other,AA,1.0,2,8,0
6245,18,42915.0,4.0,18339.06,637,5793,9.27,60,car,C,1.0,1,8,0
6246,45,111498.0,6.6,7815.82,592,18584,13.59,36,car,D,0.0,3,7,0
6247,49,16171.0,5.0,5239.84,694,2726,6.47,36,car,B,1.0,1,7,0
6248,49,103955.0,14.2,43880.48,766,17737,5.83,60,credit_card,AA,0.0,3,3,0
6249,51,24175.0,0.8,12466.92,677,5626,11.58,60,credit_card,B,,2,8,0
6250,45,39787.0,3.6,802.91,648,9870,11.05,60,debt_consolidation,C,0.0,0,4,0
6251,46,25092.0,0.4,5549.74,742,6131,8.11,36,home,A,0.0,0,6,0
6252,46,19827.0,15.5,2358.01,708,21457,7.31,60,debt_consolidation,A,2.0,2,6,0
6253,30,32080.0,0.5,9975.25,655,9346,13.32,36,debt_consolidation,B,1.0,1,7,0
6254,24,28566.0,1.3,23114.72,565,8908,13.49,60,car,D,0.0,0,6,1
6255,48,26562.0,2.4,10775.72,456,40915,15.51,36,credit_card,D,0.0,1,5,0
6256,45,66238.0,10.3,25123.0,573,7553,10.02,60,credit_card,D,0.0,0,5,0
6257,75,59020.0,17.2,11023.92,815,18293,4.28,60,debt_consolidation,AA,0.0,0,8,0
6258,45,15000.0,2.2,2128.23,644,29230,12.56,60,debt_consolidation,C,0.0,0,8,0
6259,52,15000.0,7.2,1819.43,643,21178,9.3,60,home,C,1.0,0,8,0
6260,53,46343.0,2.1,3007.29,732,7792,9.0,60,home,A,1.0,1,7,0
6261,30,,6.1,12496.59,606,7177,8.4,60,other,C,0.0,0,4,0
6262,18,47028.0,3.7,9954.03,769,21871,3.0,36,credit_card,AA,0.0,2,4,0
6263,55,,3.4,7694.95,764,24525,8.29,60,debt_consolidation,AA,0.0,2,8,0
6264,37,33703.0,4.3,16556.85,567,15231,11.63,60,home,D,1.0,0,6,1
6265,47,60715.0,4.5,6322.32,672,12960,8.38,60,car,B,1.0,0,11,0
6266,53,35815.0,1.5,10076.55,542,12514,16.99,60,car,D,1.0,1,7,0
6267,49,35061.0,6.6,3082.73,565,20084,13.53,60,car,D,0.0,0,9,0
6268,44,41692.0,0.1,12618.25,650,15978,10.31,60,credit_card,C,1.0,1,6,0
6269,41,33184.0,0.9,10797.24,755,19363,3.66,36,debt_consolidation,AA,1.0,1,5,0
6270,59,69007.0,6.2,9308.13,603,8946,11.05,36,other,C,0.0,1,8,1
6271,41,88200.0,11.9,62757.76,578,18513,13.32,36,car,D,1.0,0,5,0
6272,46,18060.0,5.6,2273.55,572,14870,10.82,36,other,D,0.0,1,9,1
6273,36,15568.0,13.6,1951.21,507,7703,12.64,60,other,D,,2,2,0
6274,59,62211.0,1.7,10178.82,587,3763,8.25,36,credit_card,D,0.0,2,7,0
6275,36,92713.0,11.8,1633.19,713,8095,9.35,60,home,A,0.0,3,3,0
6276,38,22849.0,,6126.91,520,38373,15.0,60,car,D,1.0,0,5,1
6277,54,22325.0,8.2,13527.6,704,12621,9.35,36,debt_consolidation,A,3.0,0,6,0
6278,25,36306.0,1.3,4508.41,617,15601,13.48,36,credit_card,C,0.0,0,7,0
6279,26,15000.0,,3680.86,599,3264,10.68,36,car,D,0.0,0,7,0
6280,41,,2.7,12712.66,692,15355,7.01,36,car,B,2.0,1,7,0
6281,41,46477.0,8.1,7296.19,755,21865,6.26,60,debt_consolidation,AA,1.0,3,7,0
6282,41,46306.0,15.3,17902.96,589,9828,12.79,36,debt_consolidation,D,0.0,1,6,1
6283,37,65291.0,12.3,16703.71,652,33212,13.77,60,debt_consolidation,B,1.0,1,7,0
6284,54,34683.0,11.7,8236.39,669,11051,12.77,36,home,B,1.0,1,6,0
6285,58,17455.0,3.5,8504.48,589,69330,18.09,36,car,D,0.0,0,10,0
6286,54,45458.0,6.9,2934.36,629,13035,10.98,36,home,C,1.0,1,6,0
6287,31,48286.0,0.1,33840.76,609,16390,7.79,36,home,C,0.0,2,7,0
6288,55,,,3794.58,758,11262,9.85,36,debt_consolidation,AA,,2,4,0
6289,48,25073.0,6.4,6535.33,679,5405,10.4,60,debt_consolidation,B,0.0,0,10,0
6290,44,15000.0,2.9,5149.42,703,4112,10.15,60,debt_consolidation,A,3.0,0,7,0
6291,44,20010.0,0.6,6096.03,623,11024,11.59,36,debt_consolidation,C,0.0,1,4,0
6292,68,47854.0,1.2,14547.16,768,32546,5.57,36,car,AA,1.0,1,6,0
6293,18,28905.0,0.6,9351.75,565,21005,12.52,36,credit_card,D,0.0,1,7,0
6294,25,94344.0,0.0,35241.19,709,22108,9.66,60,home,A,2.0,3,11,1
6295,42,15000.0,0.6,1582.9,684,39752,9.81,60,credit_card,B,0.0,0,4,0
6296,47,15000.0,6.8,3983.8,707,18013,7.63,60,other,A,0.0,0,8,0
6297,18,15000.0,4.9,912.59,653,45873,11.49,60,debt_consolidation,B,1.0,1,5,0
6298,44,15000.0,7.2,1708.04,749,5845,9.45,36,car,A,0.0,2,8,0
6299,39,99251.0,2.5,30364.02,731,63335,11.68,60,car,A,1.0,0,7,0
6300,52,102612.0,5.0,29467.09,545,12487,15.42,36,home,D,0.0,2,8,0
6301,56,20730.0,0.9,4537.13,709,5512,10.19,60,other,A,1.0,1,6,0
6302,18,33185.0,0.8,6660.4,593,12415,13.4,36,debt_consolidation,D,1.0,1,7,0
6303,50,58034.0,0.8,30370.8,758,12621,7.72,36,car,AA,0.0,5,5,0
6304,24,37301.0,1.4,12369.16,674,26755,9.35,36,other,B,2.0,1,5,1
6305,28,116900.0,6.1,35078.53,698,26539,9.06,60,credit_card,B,0.0,0,7,0
6306,39,,1.5,7067.5,598,10431,10.15,36,other,D,0.0,1,10,0
6307,29,72705.0,2.4,35475.11,642,14029,12.74,36,credit_card,C,1.0,1,7,1
6308,18,32107.0,0.4,2775.21,627,5329,12.02,36,debt_consolidation,C,0.0,0,12,0
6309,45,29818.0,4.5,10789.12,676,13667,7.07,36,debt_consolidation,B,1.0,1,8,0
6310,18,15000.0,11.5,2591.95,721,53175,9.22,60,credit_card,A,1.0,1,10,0
6311,48,15000.0,13.3,3904.86,530,9355,13.98,60,car,D,0.0,0,9,0
6312,66,24877.0,7.1,6790.11,850,2513,3.68,60,other,AA,1.0,2,8,0
6313,54,66304.0,3.6,33524.76,708,4210,9.52,60,debt_consolidation,A,0.0,0,5,0
6314,44,34319.0,2.3,4735.94,639,13443,9.39,60,debt_consolidation,C,0.0,1,7,0
6315,53,19069.0,10.9,7908.49,731,10383,12.48,60,debt_consolidation,A,0.0,0,4,0
6316,46,44550.0,1.2,5127.61,703,22336,7.59,36,other,A,0.0,2,6,0
6317,36,41877.0,2.0,2143.68,584,6600,11.91,36,debt_consolidation,D,2.0,1,6,0
6318,35,117501.0,1.5,22387.17,555,18825,13.19,36,other,D,2.0,0,9,0
6319,44,15968.0,8.8,320.27,625,33793,12.71,36,other,C,0.0,0,13,0
6320,31,51610.0,3.0,14558.89,774,10276,6.9,36,other,AA,2.0,2,11,0
6321,42,36299.0,3.8,12102.64,717,7638,10.99,60,credit_card,A,0.0,1,7,1
6322,39,15000.0,1.4,1438.63,639,3242,11.85,36,credit_card,C,0.0,0,9,0
6323,31,18632.0,0.9,4178.08,759,17204,6.11,60,car,AA,1.0,1,2,0
6324,45,15000.0,0.3,4477.67,680,16719,6.76,36,debt_consolidation,B,0.0,1,10,1
6325,31,25359.0,7.2,7648.91,676,6531,10.61,60,car,B,0.0,3,5,0
6326,56,84323.0,1.3,9600.98,729,1614,7.66,36,car,A,0.0,1,11,0
6327,40,19031.0,2.2,12439.34,632,26501,9.28,36,other,C,0.0,4,5,0
6328,41,,2.8,8902.98,643,27575,9.99,60,other,C,1.0,4,8,1
6329,33,30541.0,0.3,4739.11,666,1963,9.49,60,debt_consolidation,B,1.0,1,7,0
6330,46,15000.0,5.4,6038.32,689,19457,11.7,36,debt_consolidation,B,1.0,2,3,0
6331,45,27520.0,11.0,1942.2,599,20354,15.86,60,debt_consolidation,D,0.0,0,4,0
6332,45,22130.0,7.4,8358.06,542,25455,10.36,60,debt_consolidation,D,1.0,1,5,0
6333,40,43083.0,1.4,6296.44,613,17467,11.41,36,car,C,0.0,0,7,0
6334,31,35162.0,6.0,11605.97,719,8188,7.04,36,debt_consolidation,A,0.0,1,5,0
6335,35,44625.0,,10226.18,736,17553,3.27,36,credit_card,A,1.0,0,5,0
6336,30,26149.0,2.8,17683.1,599,6630,12.28,60,debt_consolidation,D,1.0,2,9,0
6337,64,39983.0,1.6,13395.93,631,26423,10.48,36,car,C,0.0,0,8,1
6338,46,31729.0,0.1,9947.38,560,32088,13.28,36,debt_consolidation,D,1.0,1,7,0
6339,44,55487.0,2.1,27148.47,760,5687,8.77,36,other,AA,1.0,1,10,0
6340,51,54304.0,1.3,5760.91,824,3612,5.31,36,debt_consolidation,AA,0.0,2,7,0
6341,45,17034.0,10.0,1931.36,696,17723,6.06,36,other,B,1.0,0,4,0
6342,34,32214.0,3.9,18258.7,731,5339,10.51,60,debt_consolidation,A,0.0,0,11,0
6343,41,36271.0,1.6,15305.87,737,29932,10.37,60,home,A,1.0,1,7,0
6344,36,25799.0,24.4,8072.27,639,18545,11.23,60,car,C,3.0,3,8,0
6345,50,15000.0,0.2,4542.3,811,29349,5.86,36,debt_consolidation,AA,2.0,0,9,0
6346,18,21248.0,2.0,10273.82,742,4562,9.09,36,home,A,0.0,0,7,1
6347,41,249185.0,1.8,99913.54,638,15126,12.26,60,debt_consolidation,C,0.0,4,6,0
6348,44,41214.0,10.6,1663.58,760,43467,5.52,36,debt_consolidation,AA,0.0,0,10,0
6349,43,31994.0,2.1,2143.47,655,17400,11.3,36,debt_consolidation,B,,3,12,0
6350,42,47438.0,3.9,7077.5,732,15400,10.55,60,debt_consolidation,A,1.0,0,8,0
6351,44,43847.0,12.9,19177.41,699,31758,7.59,60,car,B,2.0,0,4,0
6352,32,50298.0,8.4,8037.05,666,24912,9.22,36,credit_card,B,0.0,0,13,0
6353,28,40374.0,0.5,13817.78,614,13908,8.67,60,other,C,0.0,1,4,0
6354,46,36492.0,5.5,2115.25,850,20756,5.9,36,car,AA,0.0,0,8,0
6355,45,,3.9,60165.94,575,10774,11.13,36,home,D,1.0,1,3,0
6356,44,65023.0,8.7,20660.65,667,6102,7.36,36,car,B,0.0,1,8,0
6357,53,33178.0,0.6,12033.82,708,20874,10.44,60,debt_consolidation,A,1.0,1,4,0
6358,69,40857.0,3.8,15628.46,593,3811,10.63,60,car,D,1.0,0,7,0
6359,57,24984.0,,2598.8,750,13583,6.14,60,other,A,,2,7,0
6360,35,33980.0,1.4,5474.61,681,9422,13.38,36,credit_card,B,0.0,1,6,0
6361,46,93000.0,1.7,25300.65,562,9358,13.28,36,debt_consolidation,D,0.0,1,6,1
6362,30,15000.0,2.1,1522.96,673,26318,11.31,60,other,B,0.0,0,4,0
6363,32,109526.0,7.4,71471.5,782,20226,9.39,36,credit_card,AA,1.0,1,4,0
6364,25,57599.0,1.9,11239.38,653,5495,14.07,36,other,B,1.0,0,5,0
6365,30,26381.0,0.9,4671.74,772,10034,5.17,60,debt_consolidation,AA,0.0,2,6,1
6366,51,,5.6,1811.25,721,14571,10.5,36,debt_consolidation,A,4.0,0,6,0
6367,32,53518.0,1.8,11282.82,626,14129,11.26,60,home,C,1.0,3,12,0
6368,43,15000.0,0.2,3220.05,612,12329,10.25,36,credit_card,C,0.0,2,10,0
6369,38,77391.0,12.9,29395.65,699,9221,9.15,36,credit_card,B,1.0,0,7,0
6370,28,26903.0,0.7,5469.32,616,39766,11.73,36,other,C,0.0,2,8,0
6371,60,88253.0,14.8,20215.93,801,13563,10.93,36,car,AA,0.0,0,8,0
6372,31,15000.0,1.2,2179.25,622,18456,10.86,36,car,C,0.0,0,9,0
6373,47,17014.0,0.6,3753.16,626,32127,12.66,36,other,C,0.0,0,7,0
6374,18,105477.0,0.3,45527.91,638,4681,11.93,60,car,C,0.0,0,4,0
6375,55,17159.0,3.5,9561.73,733,7216,7.97,36,debt_consolidation,A,,3,6,0
6376,21,110454.0,6.5,21578.61,558,19413,13.75,36,debt_consolidation,D,2.0,0,5,0
6377,38,15000.0,4.3,2278.2,718,22089,7.9,36,credit_card,A,0.0,1,9,0
6378,36,39710.0,5.9,16259.63,532,8886,13.01,36,car,D,0.0,0,8,0
6379,26,48366.0,0.7,2531.76,756,20054,9.09,36,debt_consolidation,AA,1.0,2,7,0
6380,56,15000.0,2.3,1455.28,590,8029,13.05,60,home,D,0.0,0,5,1
6381,37,65456.0,1.6,18283.28,751,7947,8.35,36,car,AA,1.0,1,7,0
6382,39,15000.0,5.3,1612.89,697,17851,6.94,36,credit_card,B,0.0,0,7,0
6383,57,54343.0,10.8,20031.54,702,24228,5.42,36,credit_card,A,1.0,0,10,1
6384,42,23161.0,0.3,8732.25,592,5258,9.86,60,debt_consolidation,D,1.0,2,7,0
6385,48,31098.0,0.2,6188.46,610,12001,12.14,36,credit_card,C,0.0,1,8,0
6386,38,15000.0,2.5,1818.2,666,13777,7.49,60,car,B,0.0,2,8,0
6387,41,35749.0,2.0,3688.44,682,11375,9.34,60,home,B,3.0,2,6,0
6388,53,35311.0,15.3,7398.67,684,11092,13.35,60,home,B,,0,6,0
6389,54,22672.0,0.6,3558.18,762,15369,5.51,60,debt_consolidation,AA,0.0,1,11,0
6390,38,18146.0,2.6,9494.17,748,14935,9.11,60,car,A,2.0,3,10,0
6391,25,18368.0,0.2,3653.6,683,58933,6.6,36,debt_consolidation,B,,2,8,0
6392,44,21499.0,2.9,2956.66,732,1000,4.85,36,debt_consolidation,A,0.0,0,3,0
6393,40,31813.0,6.4,10352.89,666,31361,10.4,60,home,B,0.0,0,11,0
6394,29,40273.0,11.7,18974.26,686,5309,6.78,36,home,B,1.0,2,8,1
6395,45,66176.0,3.6,11324.48,644,15635,10.52,60,debt_consolidation,C,0.0,0,8,1
6396,43,48059.0,9.4,1636.35,698,10633,10.54,36,other,B,2.0,0,6,0
6397,57,44772.0,2.3,4623.3,638,59087,12.41,36,debt_consolidation,C,0.0,0,5,0
6398,20,37062.0,3.7,12738.05,779,11763,7.31,60,other,AA,1.0,6,7,0
6399,43,17803.0,5.9,5020.58,467,14745,15.09,60,car,D,1.0,1,10,1
6400,34,86249.0,7.0,43626.03,595,5472,13.2,36,other,D,0.0,0,6,0
6401,36,133846.0,3.9,22693.46,650,7746,9.52,36,debt_consolidation,C,1.0,0,9,0
6402,44,25497.0,0.8,8939.65,695,14992,7.85,36,other,B,0.0,1,6,0
6403,37,59750.0,2.5,25766.86,774,4174,7.85,36,debt_consolidation,AA,1.0,2,8,0
6404,29,,0.5,15725.02,708,28310,8.5,36,car,A,0.0,3,8,0
6405,18,19770.0,,1844.79,666,4270,9.95,60,debt_consolidation,B,0.0,0,10,0
6406,43,,0.2,10038.17,744,3771,9.55,36,debt_consolidation,A,0.0,0,8,0
6407,29,27964.0,0.7,6198.79,738,28585,9.31,36,home,A,1.0,0,6,0
6408,60,60081.0,1.3,12934.58,538,18950,12.79,36,home,D,0.0,1,5,0
6409,37,142271.0,1.3,27459.07,664,12217,12.16,60,other,B,0.0,2,8,0
6410,42,,6.3,14338.08,687,18809,8.96,60,debt_consolidation,B,0.0,2,3,0
6411,46,,0.5,5877.16,680,28543,11.94,36,home,B,1.0,1,4,0
6412,59,61344.0,4.9,25080.22,696,33989,7.98,36,car,B,1.0,0,7,0
6413,32,49373.0,7.5,4978.12,484,6722,9.9,60,credit_card,D,1.0,1,6,0
6414,58,15000.0,8.7,6440.26,663,13721,13.98,36,car,B,1.0,0,5,0
6415,68,108199.0,0.8,44647.36,587,8733,11.84,60,home,D,1.0,1,4,0
6416,20,88213.0,1.4,7853.14,671,13688,8.31,36,other,B,1.0,0,6,0
6417,22,31072.0,4.4,3937.2,717,11836,7.66,36,debt_consolidation,A,0.0,3,7,0
6418,56,19666.0,1.2,6575.2,490,10273,16.29,36,car,D,0.0,1,7,0
6419,75,31070.0,4.2,3570.77,708,16032,12.85,60,credit_card,A,0.0,0,10,0
6420,54,15000.0,6.0,7609.72,616,18617,11.64,36,car,C,0.0,0,6,1
6421,56,23661.0,1.6,5549.75,467,24197,20.14,36,credit_card,D,1.0,1,5,1
6422,32,31628.0,,4346.4,734,31629,8.75,60,debt_consolidation,A,1.0,0,7,0
6423,36,60633.0,0.1,1826.91,666,9218,6.73,36,other,B,,0,6,0
6424,41,86541.0,0.0,42390.73,611,10962,12.26,36,debt_consolidation,C,1.0,3,8,0
6425,44,83830.0,0.7,16718.59,566,18784,15.14,36,credit_card,D,1.0,1,5,0
6426,41,53828.0,1.9,25029.93,679,26054,10.76,60,car,B,3.0,1,4,0
6427,18,73248.0,5.5,34096.09,850,20348,3.0,60,credit_card,AA,0.0,0,8,0
6428,31,39341.0,1.7,24868.69,569,18216,12.59,60,debt_consolidation,D,,1,4,0
6429,41,40660.0,15.1,7384.04,688,10072,10.95,60,car,B,0.0,0,8,0
6430,39,60837.0,5.5,31791.6,702,10747,9.81,60,home,A,2.0,2,8,1
6431,31,32718.0,13.0,13624.4,627,9198,11.22,60,car,C,0.0,0,8,0
6432,39,59283.0,18.6,18475.93,583,8874,10.08,36,other,D,0.0,1,3,1
6433,40,34310.0,1.7,23668.72,830,24519,3.66,36,credit_card,AA,1.0,2,6,0
6434,37,18463.0,3.5,9602.9,697,3954,10.55,36,other,B,1.0,2,6,1
6435,51,30162.0,17.9,10414.51,676,8757,8.67,60,car,B,0.0,0,6,0
6436,28,27195.0,4.2,9883.87,706,6479,7.14,36,car,A,2.0,1,4,1
6437,44,15000.0,4.5,4819.42,736,23202,8.52,60,car,A,1.0,0,7,0
6438,68,38647.0,4.6,13856.46,824,42262,3.0,60,home,AA,,0,4,0
6439,44,61242.0,0.7,16394.05,687,13743,10.95,36,other,B,1.0,0,5,0
6440,29,,2.7,2367.14,692,5179,8.17,36,debt_consolidation,B,1.0,1,6,0
6441,42,31799.0,3.3,22365.19,730,11468,7.53,60,other,A,1.0,1,4,0
6442,50,26687.0,1.6,1834.28,738,9454,8.66,60,home,A,0.0,1,7,0
6443,74,24862.0,5.5,6458.14,575,13359,13.3,60,other,D,1.0,2,8,0
6444,36,104752.0,8.6,20272.19,668,12054,10.47,36,other,B,1.0,0,8,0
6445,35,68405.0,8.6,35049.45,729,43566,6.23,36,car,A,1.0,2,5,0
6446,53,72664.0,3.2,35906.06,751,2371,5.39,60,debt_consolidation,AA,0.0,2,7,0
6447,61,28598.0,4.3,17744.39,621,50227,10.15,60,debt_consolidation,C,0.0,0,6,1
6448,48,33433.0,,4124.05,743,20992,7.2,36,debt_consolidation,A,0.0,0,6,0
6449,56,76120.0,2.7,26688.46,659,18497,11.05,60,debt_consolidation,B,0.0,2,5,1
6450,34,31746.0,9.8,14914.57,721,19211,6.41,60,debt_consolidation,A,3.0,1,6,0
6451,37,43460.0,1.1,12758.96,736,20465,8.06,60,credit_card,A,1.0,1,8,0
